Date,Day,CodedDay,Zone,Weather,Temperature,ActualTime
5-10-2017,Friday,5,54,38,37,35
5-10-2017,Friday,5,55,7,16,32
5-10-2017,Friday,5,56,17,6,20
5-10-2017,Friday,5,57,38,13,38
5-10-2017,Friday,5,58,15,35,29
5-10-2017,Friday,5,59,28,32,36
5-10-2017,Friday,5,60,40,11,21
5-10-2017,Friday,5,61,2,42,40
5-10-2017,Friday,5,62,3,23,29
5-10-2017,Friday,5,63,40,10,22
5-10-2017,Friday,5,64,36,27,27
5-10-2017,Friday,5,65,45,15,35
5-10-2017,Friday,5,66,27,41,33
5-10-2017,Friday,5,67,18,26,34
5-10-2017,Friday,5,68,30,14,33
5-10-2017,Friday,5,69,14,22,27
5-10-2017,Friday,5,70,43,21,29
5-10-2017,Friday,5,71,4,26,35
5-10-2017,Friday,5,72,35,31,21
5-10-2017,Friday,5,73,29,7,25
5-10-2017,Friday,5,74,28,40,32
5-10-2017,Friday,5,75,11,13,24
5-10-2017,Friday,5,76,17,44,20
5-10-2017,Friday,5,77,25,11,32
5-10-2017,Friday,5,78,12,23,31
5-10-2017,Friday,5,79,11,20,28
5-10-2017,Friday,5,80,39,24,37
5-10-2017,Friday,5,81,1,35,23
5-10-2017,Friday,5,82,12,23,35
5-10-2017,Friday,5,83,3,11,27
5-10-2017,Friday,5,84,44,6,29
5-10-2017,Friday,5,85,39,40,36
5-10-2017,Friday,5,86,14,23,22
5-10-2017,Friday,5,87,25,14,38
5-10-2017,Friday,5,88,28,33,35
5-10-2017,Friday,5,89,17,44,40
5-10-2017,Friday,5,90,16,19,23
5-10-2017,Friday,5,91,14,23,33
5-10-2017,Friday,5,92,16,32,37
5-10-2017,Friday,5,93,16,41,31
5-10-2017,Friday,5,94,32,13,25
5-10-2017,Friday,5,95,23,34,20
5-10-2017,Friday,5,96,46,32,23
5-10-2017,Friday,5,97,38,25,31
5-10-2017,Friday,5,98,32,18,39
5-10-2017,Friday,5,99,2,16,39
5-10-2017,Friday,5,100,2,31,40
5-10-2017,Friday,5,101,25,15,34
5-10-2017,Friday,5,102,20,38,20
5-10-2017,Friday,5,103,47,39,40
5-10-2017,Friday,5,104,47,14,39
5-10-2017,Friday,5,105,31,45,24
5-10-2017,Friday,5,106,6,12,23
5-10-2017,Friday,5,107,9,44,37
5-10-2017,Friday,5,108,26,9,30
5-10-2017,Friday,5,109,18,39,39
5-10-2017,Friday,5,110,35,41,40
5-10-2017,Friday,5,111,40,10,37
5-10-2017,Friday,5,112,41,31,26
5-10-2017,Friday,5,113,45,44,23
5-10-2017,Friday,5,114,6,19,36
5-10-2017,Friday,5,115,30,22,22
5-10-2017,Friday,5,116,43,33,27
5-10-2017,Friday,5,117,5,25,33
5-10-2017,Friday,5,118,0,45,33
5-10-2017,Friday,5,119,13,11,30
5-10-2017,Friday,5,120,43,43,34
5-10-2017,Friday,5,121,7,35,36
5-10-2017,Friday,5,122,5,41,34
5-10-2017,Friday,5,123,0,31,27
5-10-2017,Friday,5,124,3,15,32
5-10-2017,Friday,5,125,35,10,35
5-10-2017,Friday,5,126,44,38,38
5-10-2017,Friday,5,127,24,17,30
5-10-2017,Friday,5,128,43,10,20
5-10-2017,Friday,5,129,19,24,23
5-10-2017,Friday,5,130,21,38,27
5-10-2017,Friday,5,131,24,6,21
5-10-2017,Friday,5,132,21,42,25
5-10-2017,Friday,5,133,43,13,40
5-10-2017,Friday,5,134,34,29,20
5-10-2017,Friday,5,135,24,23,36
5-10-2017,Friday,5,136,43,14,35
5-10-2017,Friday,5,137,25,25,28
5-10-2017,Friday,5,138,36,13,31
5-10-2017,Friday,5,139,28,32,26
5-10-2017,Friday,5,140,24,25,21
5-10-2017,Friday,5,141,31,7,36
5-10-2017,Friday,5,142,0,14,24
5-10-2017,Friday,5,143,42,37,20
5-10-2017,Friday,5,144,3,14,32
6-10-2017,Saturday,6,1,22,7,33
6-10-2017,Saturday,6,2,41,16,32
6-10-2017,Saturday,6,3,30,31,35
6-10-2017,Saturday,6,4,0,9,34
6-10-2017,Saturday,6,5,9,10,30
6-10-2017,Saturday,6,6,45,32,27
6-10-2017,Saturday,6,7,22,35,23
6-10-2017,Saturday,6,8,39,38,34
6-10-2017,Saturday,6,9,8,24,29
6-10-2017,Saturday,6,10,26,41,26
6-10-2017,Saturday,6,11,28,28,29
6-10-2017,Saturday,6,12,18,13,32
6-10-2017,Saturday,6,13,4,36,31
6-10-2017,Saturday,6,14,19,15,37
6-10-2017,Saturday,6,15,18,39,21
6-10-2017,Saturday,6,16,1,26,39
6-10-2017,Saturday,6,17,6,8,40
6-10-2017,Saturday,6,18,20,11,38
6-10-2017,Saturday,6,19,12,22,29
6-10-2017,Saturday,6,20,0,10,34
6-10-2017,Saturday,6,21,12,10,40
6-10-2017,Saturday,6,22,41,29,37
6-10-2017,Saturday,6,23,14,30,26
6-10-2017,Saturday,6,24,22,26,36
6-10-2017,Saturday,6,25,14,28,37
6-10-2017,Saturday,6,26,32,36,37
6-10-2017,Saturday,6,27,32,26,24
6-10-2017,Saturday,6,28,38,29,33
6-10-2017,Saturday,6,29,36,9,29
6-10-2017,Saturday,6,30,38,39,37
6-10-2017,Saturday,6,31,24,8,39
6-10-2017,Saturday,6,32,18,11,38
6-10-2017,Saturday,6,33,22,28,27
6-10-2017,Saturday,6,34,26,39,39
6-10-2017,Saturday,6,35,46,21,33
6-10-2017,Saturday,6,36,26,18,35
6-10-2017,Saturday,6,37,29,25,25
6-10-2017,Saturday,6,38,40,13,38
6-10-2017,Saturday,6,39,3,16,30
6-10-2017,Saturday,6,40,42,34,40
6-10-2017,Saturday,6,41,39,38,27
6-10-2017,Saturday,6,42,28,30,39
6-10-2017,Saturday,6,43,2,11,23
6-10-2017,Saturday,6,44,47,41,29
6-10-2017,Saturday,6,45,16,18,30
6-10-2017,Saturday,6,46,33,14,30
6-10-2017,Saturday,6,47,27,29,33
6-10-2017,Saturday,6,48,8,21,39
6-10-2017,Saturday,6,49,2,39,29
6-10-2017,Saturday,6,50,8,37,22
6-10-2017,Saturday,6,51,19,23,22
6-10-2017,Saturday,6,52,5,13,21
6-10-2017,Saturday,6,53,13,12,38
6-10-2017,Saturday,6,54,21,27,32
6-10-2017,Saturday,6,55,29,34,24
6-10-2017,Saturday,6,56,17,24,30
6-10-2017,Saturday,6,57,16,37,38
6-10-2017,Saturday,6,58,19,17,28
6-10-2017,Saturday,6,59,43,18,35
6-10-2017,Saturday,6,60,27,9,38
6-10-2017,Saturday,6,61,20,17,29
6-10-2017,Saturday,6,62,35,39,22
6-10-2017,Saturday,6,63,47,32,29
6-10-2017,Saturday,6,64,11,6,23
6-10-2017,Saturday,6,65,36,25,25
6-10-2017,Saturday,6,66,21,35,34
6-10-2017,Saturday,6,67,4,36,36
6-10-2017,Saturday,6,68,1,38,33
6-10-2017,Saturday,6,69,20,6,39
6-10-2017,Saturday,6,70,22,35,24
6-10-2017,Saturday,6,71,21,45,36
6-10-2017,Saturday,6,72,45,18,33
6-10-2017,Saturday,6,73,29,38,20
6-10-2017,Saturday,6,74,8,40,23
6-10-2017,Saturday,6,75,38,30,37
6-10-2017,Saturday,6,76,37,32,25
6-10-2017,Saturday,6,77,44,20,29
6-10-2017,Saturday,6,78,31,15,32
6-10-2017,Saturday,6,79,16,38,28
6-10-2017,Saturday,6,80,33,7,24
6-10-2017,Saturday,6,81,45,33,37
6-10-2017,Saturday,6,82,28,9,38
6-10-2017,Saturday,6,83,4,11,23
6-10-2017,Saturday,6,84,14,20,20
6-10-2017,Saturday,6,85,6,30,32
6-10-2017,Saturday,6,86,14,10,36
6-10-2017,Saturday,6,87,39,11,20
6-10-2017,Saturday,6,88,28,24,21
6-10-2017,Saturday,6,89,7,23,30
6-10-2017,Saturday,6,90,37,33,24
6-10-2017,Saturday,6,91,19,9,20
6-10-2017,Saturday,6,92,13,17,30
6-10-2017,Saturday,6,93,32,43,20
6-10-2017,Saturday,6,94,47,6,26
6-10-2017,Saturday,6,95,25,39,26
6-10-2017,Saturday,6,96,19,26,26
6-10-2017,Saturday,6,97,15,34,32
6-10-2017,Saturday,6,98,3,17,39
6-10-2017,Saturday,6,99,8,8,39
6-10-2017,Saturday,6,100,8,14,40
6-10-2017,Saturday,6,101,33,8,34
6-10-2017,Saturday,6,102,33,43,38
6-10-2017,Saturday,6,103,37,22,27
6-10-2017,Saturday,6,104,40,27,38
6-10-2017,Saturday,6,105,18,12,36
6-10-2017,Saturday,6,106,20,28,21
6-10-2017,Saturday,6,107,29,38,33
6-10-2017,Saturday,6,108,14,34,31
6-10-2017,Saturday,6,109,2,16,33
6-10-2017,Saturday,6,110,20,43,27
6-10-2017,Saturday,6,111,18,20,24
6-10-2017,Saturday,6,112,19,8,30
6-10-2017,Saturday,6,113,45,38,36
6-10-2017,Saturday,6,114,29,9,39
6-10-2017,Saturday,6,115,19,14,23
6-10-2017,Saturday,6,116,0,20,28
6-10-2017,Saturday,6,117,25,30,26
6-10-2017,Saturday,6,118,45,9,31
6-10-2017,Saturday,6,119,29,37,32
6-10-2017,Saturday,6,120,26,9,20
6-10-2017,Saturday,6,121,4,6,34
6-10-2017,Saturday,6,122,44,22,34
6-10-2017,Saturday,6,123,1,22,28
6-10-2017,Saturday,6,124,16,36,30
6-10-2017,Saturday,6,125,2,45,23
6-10-2017,Saturday,6,126,30,28,26
6-10-2017,Saturday,6,127,29,12,36
6-10-2017,Saturday,6,128,3,33,21
6-10-2017,Saturday,6,129,26,29,21
6-10-2017,Saturday,6,130,40,26,26
6-10-2017,Saturday,6,131,3,38,24
6-10-2017,Saturday,6,132,0,26,22
6-10-2017,Saturday,6,133,11,10,38
6-10-2017,Saturday,6,134,6,42,37
6-10-2017,Saturday,6,135,26,43,25
6-10-2017,Saturday,6,136,42,31,35
6-10-2017,Saturday,6,137,32,31,36
6-10-2017,Saturday,6,138,18,25,22
6-10-2017,Saturday,6,139,25,36,34
6-10-2017,Saturday,6,140,26,16,31
6-10-2017,Saturday,6,141,43,6,39
6-10-2017,Saturday,6,142,4,41,30
6-10-2017,Saturday,6,143,44,24,22
6-10-2017,Saturday,6,144,24,37,37
7-10-2017,Sunday,7,1,26,33,29
7-10-2017,Sunday,7,2,8,22,24
7-10-2017,Sunday,7,3,4,24,20
7-10-2017,Sunday,7,4,19,8,27
7-10-2017,Sunday,7,5,21,25,32
7-10-2017,Sunday,7,6,37,15,28
7-10-2017,Sunday,7,7,0,44,26
7-10-2017,Sunday,7,8,1,11,37
7-10-2017,Sunday,7,9,45,9,34
7-10-2017,Sunday,7,10,12,16,37
7-10-2017,Sunday,7,11,2,13,28
7-10-2017,Sunday,7,12,4,45,31
7-10-2017,Sunday,7,13,34,22,35
7-10-2017,Sunday,7,14,23,30,21
7-10-2017,Sunday,7,15,22,20,24
7-10-2017,Sunday,7,16,32,8,23
7-10-2017,Sunday,7,17,42,29,27
7-10-2017,Sunday,7,18,5,39,28
7-10-2017,Sunday,7,19,13,33,26
7-10-2017,Sunday,7,20,19,31,28
7-10-2017,Sunday,7,21,2,23,29
7-10-2017,Sunday,7,22,30,45,29
7-10-2017,Sunday,7,23,26,10,29
7-10-2017,Sunday,7,24,25,45,20
7-10-2017,Sunday,7,25,40,16,20
7-10-2017,Sunday,7,26,22,19,30
7-10-2017,Sunday,7,27,32,45,22
7-10-2017,Sunday,7,28,12,14,22
7-10-2017,Sunday,7,29,21,14,27
7-10-2017,Sunday,7,30,32,41,30
7-10-2017,Sunday,7,31,23,22,40
7-10-2017,Sunday,7,32,17,33,23
7-10-2017,Sunday,7,33,2,20,33
7-10-2017,Sunday,7,34,29,39,29
7-10-2017,Sunday,7,35,1,10,28
7-10-2017,Sunday,7,36,3,28,36
7-10-2017,Sunday,7,37,31,42,21
7-10-2017,Sunday,7,38,6,35,34
7-10-2017,Sunday,7,39,2,41,36
7-10-2017,Sunday,7,40,14,8,23
7-10-2017,Sunday,7,41,4,33,31
7-10-2017,Sunday,7,42,11,12,39
7-10-2017,Sunday,7,43,30,20,32
7-10-2017,Sunday,7,44,13,42,25
7-10-2017,Sunday,7,45,11,29,32
7-10-2017,Sunday,7,46,22,17,38
7-10-2017,Sunday,7,47,37,14,39
7-10-2017,Sunday,7,48,39,24,31
7-10-2017,Sunday,7,49,38,9,38
7-10-2017,Sunday,7,50,26,39,24
7-10-2017,Sunday,7,51,38,34,29
7-10-2017,Sunday,7,52,28,42,39
7-10-2017,Sunday,7,53,35,12,27
7-10-2017,Sunday,7,54,14,29,28
7-10-2017,Sunday,7,55,20,43,26
7-10-2017,Sunday,7,56,13,28,37
7-10-2017,Sunday,7,57,27,10,39
7-10-2017,Sunday,7,58,16,33,36
7-10-2017,Sunday,7,59,31,7,30
7-10-2017,Sunday,7,60,46,36,35
7-10-2017,Sunday,7,61,3,41,37
7-10-2017,Sunday,7,62,37,20,23
7-10-2017,Sunday,7,63,31,13,33
7-10-2017,Sunday,7,64,33,43,28
7-10-2017,Sunday,7,65,39,17,22
7-10-2017,Sunday,7,66,23,32,32
7-10-2017,Sunday,7,67,44,36,39
7-10-2017,Sunday,7,68,25,18,40
7-10-2017,Sunday,7,69,15,44,40
7-10-2017,Sunday,7,70,18,27,36
7-10-2017,Sunday,7,71,14,12,39
7-10-2017,Sunday,7,72,10,9,23
7-10-2017,Sunday,7,73,19,18,31
7-10-2017,Sunday,7,74,28,38,40
7-10-2017,Sunday,7,75,0,42,25
7-10-2017,Sunday,7,76,35,33,28
7-10-2017,Sunday,7,77,2,18,22
7-10-2017,Sunday,7,78,4,31,34
7-10-2017,Sunday,7,79,29,35,35
7-10-2017,Sunday,7,80,41,38,26
7-10-2017,Sunday,7,81,2,15,24
7-10-2017,Sunday,7,82,37,13,40
7-10-2017,Sunday,7,83,8,42,37
7-10-2017,Sunday,7,84,11,43,30
7-10-2017,Sunday,7,85,28,30,37
7-10-2017,Sunday,7,86,10,12,28
7-10-2017,Sunday,7,87,25,42,34
7-10-2017,Sunday,7,88,36,25,22
7-10-2017,Sunday,7,89,18,31,30
7-10-2017,Sunday,7,90,18,40,31
7-10-2017,Sunday,7,91,15,22,40
7-10-2017,Sunday,7,92,18,29,33
7-10-2017,Sunday,7,93,31,22,22
7-10-2017,Sunday,7,94,0,15,22
7-10-2017,Sunday,7,95,40,11,39
7-10-2017,Sunday,7,96,3,12,22
7-10-2017,Sunday,7,97,20,11,38
7-10-2017,Sunday,7,98,46,32,31
7-10-2017,Sunday,7,99,9,31,32
7-10-2017,Sunday,7,100,36,22,22
7-10-2017,Sunday,7,101,32,24,32
7-10-2017,Sunday,7,102,2,10,24
7-10-2017,Sunday,7,103,16,39,20
7-10-2017,Sunday,7,104,2,15,30
7-10-2017,Sunday,7,105,14,6,27
7-10-2017,Sunday,7,106,25,40,34
7-10-2017,Sunday,7,107,31,21,37
7-10-2017,Sunday,7,108,31,38,30
7-10-2017,Sunday,7,109,28,27,22
7-10-2017,Sunday,7,110,41,43,24
7-10-2017,Sunday,7,111,29,20,38
7-10-2017,Sunday,7,112,34,36,40
7-10-2017,Sunday,7,113,8,34,20
7-10-2017,Sunday,7,114,21,7,39
7-10-2017,Sunday,7,115,2,13,35
7-10-2017,Sunday,7,116,16,25,29
7-10-2017,Sunday,7,117,22,37,34
7-10-2017,Sunday,7,118,15,32,31
7-10-2017,Sunday,7,119,6,35,22
7-10-2017,Sunday,7,120,36,16,24
7-10-2017,Sunday,7,121,21,7,25
7-10-2017,Sunday,7,122,30,20,28
7-10-2017,Sunday,7,123,30,15,34
7-10-2017,Sunday,7,124,38,11,36
7-10-2017,Sunday,7,125,26,38,38
7-10-2017,Sunday,7,126,36,13,39
7-10-2017,Sunday,7,127,41,31,32
7-10-2017,Sunday,7,128,35,18,37
7-10-2017,Sunday,7,129,33,23,26
7-10-2017,Sunday,7,130,4,40,26
7-10-2017,Sunday,7,131,16,45,31
7-10-2017,Sunday,7,132,18,41,26
7-10-2017,Sunday,7,133,30,18,31
7-10-2017,Sunday,7,134,6,10,33
7-10-2017,Sunday,7,135,38,45,21
7-10-2017,Sunday,7,136,42,8,36
7-10-2017,Sunday,7,137,1,16,35
7-10-2017,Sunday,7,138,21,13,40
7-10-2017,Sunday,7,139,17,24,31
7-10-2017,Sunday,7,140,34,8,35
7-10-2017,Sunday,7,141,11,11,36
7-10-2017,Sunday,7,142,24,28,40
7-10-2017,Sunday,7,143,10,39,30
7-10-2017,Sunday,7,144,37,24,35
8-10-2017,Monday,1,1,41,44,33
8-10-2017,Monday,1,2,11,9,34
8-10-2017,Monday,1,3,30,11,38
8-10-2017,Monday,1,4,43,24,27
8-10-2017,Monday,1,5,12,43,37
8-10-2017,Monday,1,6,24,13,25
8-10-2017,Monday,1,7,12,6,25
8-10-2017,Monday,1,8,26,35,20
8-10-2017,Monday,1,9,2,39,23
8-10-2017,Monday,1,10,11,22,24
8-10-2017,Monday,1,11,1,11,28
8-10-2017,Monday,1,12,46,34,25
8-10-2017,Monday,1,13,7,40,29
8-10-2017,Monday,1,14,14,28,39
8-10-2017,Monday,1,15,36,39,39
8-10-2017,Monday,1,16,30,20,32
8-10-2017,Monday,1,17,31,32,33
8-10-2017,Monday,1,18,47,35,39
8-10-2017,Monday,1,19,2,42,35
8-10-2017,Monday,1,20,46,25,31
8-10-2017,Monday,1,21,41,6,37
8-10-2017,Monday,1,22,7,6,34
8-10-2017,Monday,1,23,34,26,36
8-10-2017,Monday,1,24,10,12,38
8-10-2017,Monday,1,25,18,37,20
8-10-2017,Monday,1,26,41,30,20
8-10-2017,Monday,1,27,9,27,23
8-10-2017,Monday,1,28,32,33,32
8-10-2017,Monday,1,29,28,34,20
8-10-2017,Monday,1,30,45,29,21
8-10-2017,Monday,1,31,11,42,21
8-10-2017,Monday,1,32,46,42,31
8-10-2017,Monday,1,33,44,32,27
8-10-2017,Monday,1,34,6,36,37
8-10-2017,Monday,1,35,45,42,28
8-10-2017,Monday,1,36,12,38,31
8-10-2017,Monday,1,37,6,15,22
8-10-2017,Monday,1,38,10,41,29
8-10-2017,Monday,1,39,37,30,40
8-10-2017,Monday,1,40,13,37,36
8-10-2017,Monday,1,41,0,12,39
8-10-2017,Monday,1,42,24,18,40
8-10-2017,Monday,1,43,34,10,21
8-10-2017,Monday,1,44,36,22,38
8-10-2017,Monday,1,45,43,32,36
8-10-2017,Monday,1,46,43,17,39
8-10-2017,Monday,1,47,17,6,36
8-10-2017,Monday,1,48,12,41,33
8-10-2017,Monday,1,49,31,43,39
8-10-2017,Monday,1,50,16,21,24
8-10-2017,Monday,1,51,47,13,31
8-10-2017,Monday,1,52,43,43,39
8-10-2017,Monday,1,53,21,20,24
8-10-2017,Monday,1,54,21,24,24
8-10-2017,Monday,1,55,15,6,33
8-10-2017,Monday,1,56,19,11,23
8-10-2017,Monday,1,57,23,32,30
8-10-2017,Monday,1,58,18,43,30
8-10-2017,Monday,1,59,1,28,28
8-10-2017,Monday,1,60,22,16,29
8-10-2017,Monday,1,61,43,22,38
8-10-2017,Monday,1,62,25,24,40
8-10-2017,Monday,1,63,7,33,31
8-10-2017,Monday,1,64,37,29,36
8-10-2017,Monday,1,65,26,15,28
8-10-2017,Monday,1,66,20,27,32
8-10-2017,Monday,1,67,25,8,36
8-10-2017,Monday,1,68,32,17,21
8-10-2017,Monday,1,69,19,8,32
8-10-2017,Monday,1,70,17,28,31
8-10-2017,Monday,1,71,13,21,22
8-10-2017,Monday,1,72,14,43,30
8-10-2017,Monday,1,73,3,6,27
8-10-2017,Monday,1,74,5,33,31
8-10-2017,Monday,1,75,32,45,37
8-10-2017,Monday,1,76,40,19,23
8-10-2017,Monday,1,77,11,30,32
8-10-2017,Monday,1,78,3,41,22
8-10-2017,Monday,1,79,46,42,27
8-10-2017,Monday,1,80,15,33,31
8-10-2017,Monday,1,81,1,45,30
8-10-2017,Monday,1,82,16,41,35
8-10-2017,Monday,1,83,7,36,37
8-10-2017,Monday,1,84,15,43,36
8-10-2017,Monday,1,85,41,6,31
8-10-2017,Monday,1,86,31,17,34
8-10-2017,Monday,1,87,0,13,29
8-10-2017,Monday,1,88,4,44,24
8-10-2017,Monday,1,89,43,31,37
8-10-2017,Monday,1,90,45,19,28
8-10-2017,Monday,1,91,2,43,28
8-10-2017,Monday,1,92,15,38,23
8-10-2017,Monday,1,93,17,7,27
8-10-2017,Monday,1,94,44,29,24
8-10-2017,Monday,1,95,15,11,20
8-10-2017,Monday,1,96,1,44,32
8-10-2017,Monday,1,97,32,35,23
8-10-2017,Monday,1,98,29,12,31
8-10-2017,Monday,1,99,35,44,28
8-10-2017,Monday,1,100,39,14,35
8-10-2017,Monday,1,101,32,10,27
8-10-2017,Monday,1,102,36,25,36
8-10-2017,Monday,1,103,12,26,28
8-10-2017,Monday,1,104,9,24,24
8-10-2017,Monday,1,105,31,33,33
8-10-2017,Monday,1,106,41,19,29
8-10-2017,Monday,1,107,9,45,29
8-10-2017,Monday,1,108,28,20,38
8-10-2017,Monday,1,109,39,24,32
8-10-2017,Monday,1,110,4,11,25
8-10-2017,Monday,1,111,0,39,39
8-10-2017,Monday,1,112,34,11,24
8-10-2017,Monday,1,113,22,21,40
8-10-2017,Monday,1,114,20,31,36
8-10-2017,Monday,1,115,43,32,20
8-10-2017,Monday,1,116,43,38,30
8-10-2017,Monday,1,117,42,17,32
8-10-2017,Monday,1,118,17,31,27
8-10-2017,Monday,1,119,25,40,29
8-10-2017,Monday,1,120,5,33,38
8-10-2017,Monday,1,121,0,36,28
8-10-2017,Monday,1,122,3,26,31
8-10-2017,Monday,1,123,30,40,26
8-10-2017,Monday,1,124,33,38,33
8-10-2017,Monday,1,125,40,44,28
8-10-2017,Monday,1,126,23,26,34
8-10-2017,Monday,1,127,29,20,29
8-10-2017,Monday,1,128,46,16,37
8-10-2017,Monday,1,129,5,45,33
8-10-2017,Monday,1,130,28,41,32
8-10-2017,Monday,1,131,36,38,40
8-10-2017,Monday,1,132,46,44,28
8-10-2017,Monday,1,133,10,38,35
8-10-2017,Monday,1,134,38,28,26
8-10-2017,Monday,1,135,6,14,34
8-10-2017,Monday,1,136,5,34,36
8-10-2017,Monday,1,137,11,37,35
8-10-2017,Monday,1,138,37,34,39
8-10-2017,Monday,1,139,23,26,20
8-10-2017,Monday,1,140,34,42,31
8-10-2017,Monday,1,141,28,40,33
8-10-2017,Monday,1,142,35,25,38
8-10-2017,Monday,1,143,36,28,34
8-10-2017,Monday,1,144,27,39,28
9-10-2017,Tuesday,2,1,40,41,34
9-10-2017,Tuesday,2,2,28,43,24
9-10-2017,Tuesday,2,3,32,41,39
9-10-2017,Tuesday,2,4,34,33,20
9-10-2017,Tuesday,2,5,14,44,30
9-10-2017,Tuesday,2,6,46,29,36
9-10-2017,Tuesday,2,7,18,18,27
9-10-2017,Tuesday,2,8,0,6,31
9-10-2017,Tuesday,2,9,19,32,33
9-10-2017,Tuesday,2,10,34,34,31
9-10-2017,Tuesday,2,11,29,41,38
9-10-2017,Tuesday,2,12,0,42,27
9-10-2017,Tuesday,2,13,37,19,33
9-10-2017,Tuesday,2,14,33,15,25
9-10-2017,Tuesday,2,15,4,33,25
9-10-2017,Tuesday,2,16,35,31,20
9-10-2017,Tuesday,2,17,19,7,33
9-10-2017,Tuesday,2,18,12,22,37
9-10-2017,Tuesday,2,19,23,24,38
9-10-2017,Tuesday,2,20,29,34,33
9-10-2017,Tuesday,2,21,16,21,39
9-10-2017,Tuesday,2,22,14,11,24
9-10-2017,Tuesday,2,23,31,35,40
9-10-2017,Tuesday,2,24,26,32,30
9-10-2017,Tuesday,2,25,10,35,29
9-10-2017,Tuesday,2,26,39,34,23
9-10-2017,Tuesday,2,27,0,14,27
9-10-2017,Tuesday,2,28,26,15,24
9-10-2017,Tuesday,2,29,36,31,21
9-10-2017,Tuesday,2,30,30,40,29
9-10-2017,Tuesday,2,31,0,44,32
9-10-2017,Tuesday,2,32,11,32,30
9-10-2017,Tuesday,2,33,29,25,21
9-10-2017,Tuesday,2,34,16,14,31
9-10-2017,Tuesday,2,35,35,43,39
9-10-2017,Tuesday,2,36,17,17,24
9-10-2017,Tuesday,2,37,23,8,29
9-10-2017,Tuesday,2,38,6,27,39
9-10-2017,Tuesday,2,39,15,20,35
9-10-2017,Tuesday,2,40,10,20,34
9-10-2017,Tuesday,2,41,44,9,24
9-10-2017,Tuesday,2,42,26,44,29
9-10-2017,Tuesday,2,43,9,28,24
9-10-2017,Tuesday,2,44,16,22,29
9-10-2017,Tuesday,2,45,42,7,36
9-10-2017,Tuesday,2,46,13,10,32
9-10-2017,Tuesday,2,47,9,19,20
9-10-2017,Tuesday,2,48,22,29,20
9-10-2017,Tuesday,2,49,28,42,28
9-10-2017,Tuesday,2,50,5,17,29
9-10-2017,Tuesday,2,51,9,6,38
9-10-2017,Tuesday,2,52,1,43,26
9-10-2017,Tuesday,2,53,14,39,34
9-10-2017,Tuesday,2,54,23,44,34
9-10-2017,Tuesday,2,55,10,42,28
9-10-2017,Tuesday,2,56,46,25,35
9-10-2017,Tuesday,2,57,4,21,38
9-10-2017,Tuesday,2,58,13,10,24
9-10-2017,Tuesday,2,59,47,32,38
9-10-2017,Tuesday,2,60,28,32,31
9-10-2017,Tuesday,2,61,16,13,20
9-10-2017,Tuesday,2,62,17,30,21
9-10-2017,Tuesday,2,63,26,14,35
9-10-2017,Tuesday,2,64,11,32,29
9-10-2017,Tuesday,2,65,25,38,34
9-10-2017,Tuesday,2,66,43,31,33
9-10-2017,Tuesday,2,67,29,27,31
9-10-2017,Tuesday,2,68,26,12,29
9-10-2017,Tuesday,2,69,9,21,37
9-10-2017,Tuesday,2,70,18,28,39
9-10-2017,Tuesday,2,71,0,40,32
9-10-2017,Tuesday,2,72,23,44,36
9-10-2017,Tuesday,2,73,36,43,34
9-10-2017,Tuesday,2,74,18,10,36
9-10-2017,Tuesday,2,75,33,8,21
9-10-2017,Tuesday,2,76,41,42,29
9-10-2017,Tuesday,2,77,14,22,39
9-10-2017,Tuesday,2,78,40,30,22
9-10-2017,Tuesday,2,79,29,21,38
9-10-2017,Tuesday,2,80,12,43,36
9-10-2017,Tuesday,2,81,20,34,38
9-10-2017,Tuesday,2,82,47,15,29
9-10-2017,Tuesday,2,83,29,6,39
9-10-2017,Tuesday,2,84,44,34,23
9-10-2017,Tuesday,2,85,20,29,32
9-10-2017,Tuesday,2,86,30,34,22
9-10-2017,Tuesday,2,87,13,44,23
9-10-2017,Tuesday,2,88,33,36,22
9-10-2017,Tuesday,2,89,31,40,34
9-10-2017,Tuesday,2,90,22,28,33
9-10-2017,Tuesday,2,91,35,15,21
9-10-2017,Tuesday,2,92,9,35,33
9-10-2017,Tuesday,2,93,47,21,34
9-10-2017,Tuesday,2,94,28,15,29
9-10-2017,Tuesday,2,95,14,37,29
9-10-2017,Tuesday,2,96,41,16,34
9-10-2017,Tuesday,2,97,32,32,28
9-10-2017,Tuesday,2,98,30,37,32
9-10-2017,Tuesday,2,99,30,40,26
9-10-2017,Tuesday,2,100,2,30,23
9-10-2017,Tuesday,2,101,39,23,33
9-10-2017,Tuesday,2,102,17,35,40
9-10-2017,Tuesday,2,103,19,36,32
9-10-2017,Tuesday,2,104,11,11,27
9-10-2017,Tuesday,2,105,37,23,35
9-10-2017,Tuesday,2,106,33,40,38
9-10-2017,Tuesday,2,107,21,17,25
9-10-2017,Tuesday,2,108,39,26,34
9-10-2017,Tuesday,2,109,11,12,23
9-10-2017,Tuesday,2,110,14,28,26
9-10-2017,Tuesday,2,111,33,31,22
9-10-2017,Tuesday,2,112,1,32,23
9-10-2017,Tuesday,2,113,45,21,28
9-10-2017,Tuesday,2,114,43,31,26
9-10-2017,Tuesday,2,115,13,37,32
9-10-2017,Tuesday,2,116,10,35,39
9-10-2017,Tuesday,2,117,1,34,24
